# z       Lx0124      eLx         LAMBDACHISQ   LAMBDACHISQE  
  0.175   3.8059E43   1.246E43    9.477552      1.3597167     
  0.264   3.4052E44   4.7574E43   8.18088       1.9164829     
  0.163   4.7532E43   1.3712E43   35.13642      4.307328      
  0.616   7.7156E44   2.0693E44   6.212988      59.402966     
  0.452   3.8861E44   1.0646E44   45.418274     13.303381     
  0.59    6.4819E44   1.672E44    20.247564     26.62662      
  0.086   1.8512E44   1.1033E43   114.95045     3.5914762     
  0.258   1.458E44    3.3584E43   54.14412      6.690616      
  0.61    4.5694E44   1.504E44    8.546999      13.458241     
  0.393   1.6091E44   6.9072E43   5.1146297     2.9419081     
  0.087   1.2574E43   3.9338E42   21.864592     1.8798932     
  0.109   1.404E43    5.6621E42   9.202963      1.3386221     
  0.084   2.7654E43   5.4968E42   8.394449      1.5751253     
  0.206   3.7504E43   1.6018E43   18.157633     2.001709      
  0.599   5.6955E44   2.0311E44   41.17739      49.101707     
  0.489   1.9593E44   8.3541E43   10.63693      9.495217      
  0.247   5.8001E43   2.2845E43   45.113174     2.828217      
  0.195   5.2366E43   2.8288E43   6.212988      1.6679054     
  0.463   2.2093E44   1.2063E44   20.735723     7.0832515     
  0.21    1.1545E44   3.9063E43   21.834082     2.2817123     
  0.111   1.3572E43   4.8967E42   23.954523     2.6110492     
  0.228   6.1676E43   2.0576E43   51.550774     3.2157507     
  0.44    3.6198E44   1.2987E44   19.942465     5.2554317     
  0.121   2.4025E43   6.6705E42   14.481184     1.3480576     
  0.228   9.7173E44   6.8839E43   179.00609     7.7195964     
  0.444   2.1295E44   7.7764E43   10.560656     4.0730495     
  0.215   1.0929E44   2.3677E43   87.24741      4.3163075     
  0.319   5.0635E44   1.1176E44   26.288534     5.833429      
  0.198   7.242E43    1.8743E43   11.659014     6.207046      
  0.255   1.1414E44   2.9531E43   10.0267315    2.0108957     
  0.213   4.4181E43   1.762E43    14.206594     1.9463481     
  0.08    2.0326E43   3.9202E42   21.742552     1.740929      
  0.486   3.58E44     1.0491E44   38.675575     10.908945     
  0.548   3.1853E44   1.1832E44   14.664244     11.079548     
  0.485   4.1344E44   1.5787E44   31.58201      10.714653     
  0.408   2.2952E44   1.0002E44   19.484816     4.15949       
  0.627   5.8867E44   1.9271E44   12.330233     38.10307      
  0.12    1.4222E43   5.3213E42   6.746912      1.72698       
  0.513   4.6198E44   1.5265E44   7.6622105     7.340218      
  0.215   1.0151E44   2.1621E43   31.063341     2.5596745     
  0.528   2.2425E44   9.5493E43   8.348684      7.4528656     
  0.425   1.8895E44   6.4909E43   7.96731       7.3387485     
  0.183   6.9146E43   1.8453E43   5.9078884     1.5980656     
  0.264   1.4271E44   3.493E43    41.65029      3.4789636     
  0.523   2.1382E44   1.1831E44   6.5180874     11.884395     
  0.198   4.8911E43   1.5275E43   7.952055      1.80989       
  0.418   2.3813E44   1.2082E44   5.099375      2.7000535     
  0.279   3.2507E44   6.0168E43   6.4113026     1.6689894     
  0.345   3.0685E44   8.0306E43   9.508062      4.244417      
  0.598   8.7672E44   2.446E44    6.609617      16.745949     
  0.238   9.2337E43   3.0405E43   9.294493      2.1704395     
  0.447   1.8871E44   8.8906E43   21.406942     6.508918      
  0.343   2.6805E44   7.7057E43   12.025133     5.0982165     
  0.536   2.8821E44   1.9086E44   23.542639     14.6819935    
  0.543   3.9912E44   1.4506E44   9.828417      10.54565      
  0.528   2.8471E44   1.2926E44   7.0062466     31.393389     
  0.579   4.4553E44   1.6873E44   70.37541      28.751709     
  0.191   1.3114E44   2.8057E43   70.69576      3.4585793     
  0.523   5.0302E44   1.6243E44   51.886383     24.48082      
  0.189   6.1957E43   2.1114E43   20.308584     2.4665596     
  0.221   7.2742E43   2.9183E43   7.219816      1.6501675     
  0.528   5.5106E44   2.5478E44   14.587969     20.068453     
  0.498   2.4071E44   1.2295E44   17.699984     9.006236      
  0.606   1.5483E45   6.25E44     6.838442      93.6964       
  0.431   1.7637E44   8.2274E43   5.9689083     2.9448826     
  0.517   4.454E44    1.6486E44   17.440649     10.9563465    
  0.134   3.1042E43   1.6531E43   5.572279      1.2867448     
  0.358   1.8192E44   9.2821E43   5.2214146     1.6502197     
  0.544   4.5912E44   1.6382E44   7.5859356     16.6325       
  0.408   1.5524E44   7.0594E43   7.0215015     6.2014728     
  0.425   2.0767E44   8.6969E43   5.8011036     4.192977      
  0.393   4.4022E44   1.0579E44   14.237104     3.3004608     
  0.219   1.1381E44   2.9805E43   11.826818     2.098149      
  0.194   3.9665E43   1.8846E43   26.21226      2.3361847     
  0.376   2.2009E44   7.7593E43   8.501234      3.1076884     
  0.609   3.7997E44   2.5446E44   6.9147167     12.452509     
  0.445   4.3057E44   1.2555E44   76.29434      22.40643      
  0.515   5.292E44    2.6049E44   27.798777     15.820883     
  0.613   1.59E45     4.2345E44   13.5811405    55.50181      
  0.413   3.1015E44   1.4213E44   16.128721     28.13861      
  0.43    3.6494E44   1.1064E44   119.5727      16.991535     
  0.548   3.8797E44   1.5392E44   20.964548     14.067843     
  0.437   5.029E44    1.3741E44   14.404909     5.45759       
  0.476   3.6201E44   1.1644E44   10.514891     5.936626      
  0.291   8.55E43     4.5579E43   5.465494      2.3865707     
  0.181   1.0573E44   2.34E43     29.049685     2.6159425     
  0.381   2.8533E44   9.9725E43   70.58898      10.2265415    
  0.538   3.8646E44   1.5166E44   5.3434544     6.4082503     
  0.344   2.5416E44   6.9843E43   5.1756496     1.6714807     
  0.471   3.4391E44   1.2318E44   5.9536533     4.0541654     
  0.611   3.9321E44   1.7989E44   7.982565      51.639725     
  0.455   8.03E44     1.8459E44   62.168236     12.418105     
  0.216   1.4422E44   5.4761E43   6.3655376     1.301232      
  0.248   7.9289E43   3.8014E43   63.708984     4.3842764     
  0.234   5.9932E43   2.9164E43   20.811998     3.8169796     
  0.321   1.5179E44   7.332E43    7.6622105     1.9069579     
  0.37    4.7925E44   1.2738E44   6.151968      3.1665623     
  0.436   6.5134E44   1.7541E44   6.5791073     4.5882607     
  0.059   1.4078E43   3.2583E42   10.377596     1.5886009     
  0.089   2.7971E43   8.2724E42   11.09458      1.7097999     
  0.513   4.6047E44   1.6008E44   8.806334      6.8809814     
  0.174   4.7115E43   2.0696E43   11.536974     1.6847576     
  0.454   3.1051E44   1.2361E44   145.94855     23.190516     
  0.327   2.3348E44   1.0618E44   16.815195     2.8622541     
  0.468   2.6288E44   1.1849E44   9.645357      4.982801      
  0.603   3.841E44    1.8466E44   5.1451397     11.437315     
  0.519   7.0231E44   3.4039E44   9.935202      18.286802     
  0.569   6.257E44    2.225E44    19.972975     16.852596     
  0.376   2.4097E44   1.069E44    9.996222      3.853362      
  0.171   9.5033E43   2.7004E43   5.7705936     1.1764328     
  0.256   1.8532E44   6.1447E43   10.72846      2.2324872     
  0.443   1.916E44    1.1527E44   25.281706     6.881072      
  0.682   3.2972E44   2.2887E44   30.880281     54.83125      
  0.334   1.6022E44   7.4502E43   7.280836      1.8860178     
  0.373   6.6361E44   1.8744E44   171.69894     8.607454      
  0.05    2.3849E43   4.1136E42   13.184511     1.5081458     
  0.347   2.3856E44   8.7016E43   9.080923      1.8452501     
  0.346   3.6224E44   1.084E44    110.068855    7.080975      
  0.591   1.092E45    3.5102E44   5.8926334     10.995903     
  0.531   7.7674E44   3.4425E44   10.0114765    7.3090796     
  0.093   1.9716E43   8.4887E42   5.8468685     1.2613677     
  0.357   3.8461E44   1.1752E44   18.767832     2.7846932     
  0.604   7.756E44    2.7232E44   16.479586     21.024824     
  0.628   5.1521E44   2.573E44    8.714804      14.957124     
  0.557   5.1383E44   2.4037E44   21.590002     16.05479      
  0.445   3.9761E44   1.3696E44   16.937235     5.795327      
  0.206   1.6719E44   4.0896E43   30.529417     2.8239024     
  0.467   5.1769E44   1.8069E44   11.1556       5.3449497     
  0.446   4.6103E44   1.5153E44   39.590874     8.244533      
  0.5     1.9525E44   1.3396E44   6.243498      5.909338      
  0.417   1.1205E45   5.8075E44   5.648554      2.537571      
  0.211   1.7878E44   7.1365E43   7.1130314     2.5887275     
  0.52    3.5508E44   1.6237E44   14.359144     14.509975     
  0.507   4.2197E44   1.8814E44   25.022371     11.816756     
  0.365   5.6092E44   1.717E44    17.745749     4.002437      
  0.114   1.9332E43   7.8045E42   11.857328     1.7962998     
  0.143   4.3018E43   1.7568E43   19.80517      1.8899436     
  0.244   1.3938E44   4.4866E43   55.53232      3.4445622     
  0.139   4.6576E43   1.4203E43   29.18698      3.060544      
  0.221   1.2174E44   3.8678E43   30.544672     2.6313512     
  0.495   7.1667E44   3.8498E44   11.994623     14.268469     
  0.608   1.131E45    4.9684E44   5.8163586     12.048565     
  0.462   2.9949E44   1.3695E44   54.17463      11.045349     
  0.249   1.1766E44   4.5466E43   5.465494      1.680729      
  0.519   7.3681E44   4.009E44    8.302919      40.754528     
  0.485   3.9291E44   1.67E44     20.888273     8.143578      
  0.486   8.508E44    2.8607E44   25.57155      17.353785     
  0.476   6.3904E44   1.8914E44   53.71698      12.454718     
  0.372   6.3577E44   1.5558E44   40.99433      8.0948105     
  0.059   3.2835E43   6.8943E42   9.172453      1.3341281     
  0.514   3.4946E44   1.9402E44   9.248728      7.6507487     
  0.139   4.528E43    1.7493E43   77.75882      3.1266916     
  0.371   3.3703E44   1.6112E44   38.568787     4.529431      
  0.581   1.7711E45   3.8406E44   8.2418995     15.412557     
  0.426   3.3799E44   1.76E44     8.013075      4.184246      
  0.55    4.7333E44   1.8605E44   5.038355      20.414131     
  0.452   4.6338E44   1.4545E44   7.219816      20.281649     
  0.288   2.0442E44   8.9785E43   11.262384     3.5215478     
  0.268   1.9918E44   7.5539E43   35.76187      2.653532      
  0.252   1.5735E44   4.424E43    17.532179     2.0671127     
  0.259   1.9375E44   4.9921E43   7.4944057     1.7504725     
  0.464   2.111E44    1.0361E44   13.67267      5.1176987     
  0.41    5.9162E44   2.8232E44   15.030363     3.5125093     
  0.12    3.7341E43   9.906E42    16.021936     1.4369303     
  0.358   7.8425E44   1.3044E44   83.37265      6.977421      
  0.077   1.0489E43   4.653E42    11.628504     1.8535175     
  0.264   1.645E44    5.0999E43   7.204561      1.5484682     
  0.598   7.7785E44   2.37E44     6.029928      12.647641     
  0.369   1.5602E44   7.0571E43   9.218218      2.852005      
  0.124   6.811E43    2.7583E43   11.475954     1.4884055     
  0.436   4.3937E44   1.6743E44   14.0693       4.716945      
  0.248   3.1047E44   6.1667E43   76.98081      3.7110887     
  0.55    4.6147E44   2.0204E44   5.618044      9.196474      
  0.529   2.9632E44   2.0208E44   12.513292     10.256038     
  0.28    1.8159E44   5.8538E43   16.55586      4.5302777     
  0.477   5.3666E44   1.8678E44   15.045618     7.686273      
  0.383   1.9318E44   8.0763E43   22.41377      3.5776484     
  0.367   9.6793E44   1.9352E44   134.59885     11.659097     
  0.376   2.3235E44   1.4826E44   7.6164455     2.3712904     
  0.067   1.7756E43   4.8395E42   7.265581      1.3475635     
  0.065   4.0991E43   5.5711E42   31.73456      2.1560495     
  0.17    4.7601E43   1.6886E43   33.275314     2.3671217     
  0.114   8.4234E43   3.1389E43   9.019903      1.5397183     
  0.074   1.4435E43   4.6837E42   15.3659725    1.5823756     
  0.075   1.3785E43   5.1845E42   9.950457      1.6292541     
  0.114   3.4343E43   9.646E42    16.021936     1.9166328     
  0.555   5.3549E44   2.6526E44   20.278074     14.110601     
  0.194   5.7238E44   6.9714E43   116.475945    4.097261      
  0.083   1.0975E43   4.1698E42   10.499636     1.8127922     
  0.158   5.11E43     1.6825E43   51.581284     3.1738467     
  0.345   2.1E44      1.0254E44   78.21647      4.87102       
  0.155   1.9842E44   4.6668E43   15.243933     1.8756496     
  0.148   9.6829E44   1.1275E44   7.6469555     1.3530295     
  0.42    1.7195E44   8.8315E43   10.63693      6.6249747     
  0.193   8.3838E43   4.1867E43   9.996222      1.4734243     
  0.158   5.8642E43   2.6979E43   7.87578       1.7159483     
  0.108   2.2065E43   7.4082E42   7.1587963     1.4763132     
  0.33    2.1181E44   7.3457E43   44.045326     3.603841      
  0.172   4.9788E43   1.9081E43   5.602789      1.3138409     
  0.126   5.0599E43   1.2018E43   27.615717     1.9050624     
  0.284   1.1912E44   5.5748E43   6.9299717     1.6866325     
  0.362   1.7011E44   8.0616E43   19.80517      3.1108775     
  0.48    1.6932E44   1.0426E44   12.909922     16.211937     
  0.083   1.6316E43   5.3349E42   22.520555     1.7580003     
  0.079   8.9091E42   4.335E42    9.294493      1.5190889     
  0.082   3.133E43    6.9042E42   36.69243      2.5448399     
  0.497   3.1221E44   1.5907E44   8.02833       5.809389      
  0.294   1.6002E44   5.9269E43   38.095886     3.3813875     
  0.271   1.0854E44   4.6308E43   38.309456     3.1988027     
  0.105   2.0993E43   6.9705E42   5.038355      1.0943332     
  0.415   3.4781E44   1.2212E44   6.777422      2.8369074     
  0.422   4.2954E44   1.9018E44   15.549032     4.6598616     
  0.606   3.0353E45   5.0474E44   7.372366      14.268197     
  0.525   7.8152E44   3.1616E44   72.4806       23.92648      
  0.071   2.1881E43   5.2584E42   7.6011906     1.4639776     
  0.518   6.3043E44   2.1032E44   12.070898     8.460513      
  0.478   3.236E44    2.0723E44   33.336334     15.312941     
  0.394   4.3953E44   1.1368E44   15.701582     3.9263897     
  0.391   2.6214E44   1.106E44    5.4044743     2.1985874     
  0.499   3.1777E44   2.0624E44   16.3728       7.1946692     
  0.325   1.7583E44   1.1193E44   20.156034     4.2541513     
  0.59    4.1217E44   2.2237E44   8.669039      37.102474     
  0.523   5.2352E44   2.9044E44   49.293037     18.672373     
  0.152   1.0786E44   2.6574E43   11.384424     1.8301295     
  0.272   2.1601E44   1.0409E44   12.177683     2.2999666     
  0.256   9.9014E43   4.2978E43   44.838585     3.2014632     
  0.2     2.0717E44   4.805E43    7.204561      2.7382402     
  0.481   7.0589E44   2.328E44    7.433386      10.963819     
  0.578   6.2449E44   3.4736E44   8.592764      21.6586       
  0.572   1.2824E45   5.5989E44   28.79035      51.99857      
  0.459   3.2323E44   1.6337E44   23.634169     6.9415565     
  0.181   2.7282E44   1.288E44    5.8011036     1.3278239     
  0.092   1.7477E43   9.0735E42   6.182478      1.3117887     
  0.485   4.0952E44   1.9463E44   16.784685     9.3529215     
  0.161   3.5225E43   1.399E43    18.142378     2.505988      
  0.246   8.758E43    3.7149E43   5.2366695     1.6023866     
  0.392   2.6714E44   9.4284E43   6.670637      2.531458      
  0.085   1.704E43    5.7354E42   20.689959     1.8569694     
  0.338   3.7058E44   1.7585E44   42.01641      3.229377      
  0.599   5.1665E44   2.1568E44   6.701147      13.499067     
  0.066   1.1208E43   3.3203E42   14.954088     1.5037831     
  0.549   4.5854E44   1.9311E44   6.151968      30.682795     
  0.14    1.1216E44   1.8217E43   13.5963955    2.2990096     
  0.276   2.7903E44   6.2806E43   7.830015      1.6453583     
  0.076   1.1369E43   3.6153E42   9.096178      1.6595534     
  0.619   5.8638E44   3.2433E44   6.045183      12.954991     
  0.265   9.7463E43   3.9102E43   5.2824345     1.7731272     
  0.362   2.9299E44   1.2886E44   10.8505       2.235035      
  0.137   4.2816E43   1.1987E43   31.261656     2.467435      
  0.302   4.8013E44   8.9093E43   5.099375      1.4664364     
  0.38    2.0691E44   8.5727E43   8.165625      4.6807747     
  0.459   5.405E44    1.7791E44   16.357546     6.2393246     
  0.316   1.3283E44   5.4202E43   5.8316135     1.609936      
  0.09    3.0423E43   7.4463E42   5.572279      1.4200424     
  0.355   1.9172E44   1.2369E44   20.445879     3.4582708     
  0.586   1.2399E45   2.8679E44   25.342726     27.946667     
  0.366   1.5051E44   6.8356E43   14.710009     2.4526367     
  0.597   1.3361E45   5.7751E44   6.090948      15.163694     
