# z       Lx0124      eLx         LAMBDACHISQ   LAMBDACHISQE  
  0.454   6.7517E44   1.8144E44   97.20891      21.602385     
  0.454   3.3737E44   1.5087E44   7.0215015     7.1747417     
  0.098   8.6772E43   6.7343E43   6.5333424     1.510958      
  0.455   6.7531E44   3.3331E44   6.792677      4.16545       
  0.305   1.7006E44   9.9224E43   11.872583     2.3569074     
  0.378   2.1179E44   1.2792E44   5.2366695     2.1335943     
  0.599   5.9092E44   3.7918E44   6.121458      11.49475      
  0.408   4.1439E44   1.4122E44   33.961784     5.891332      
  0.355   3.2643E44   1.0084E44   17.501669     2.3699613     
  0.398   3.299E44    1.2412E44   62.152977     6.5308647     
  0.414   6.044E44    1.698E44    24.915586     8.773249      
  0.284   2.0211E44   6.667E43    13.016706     5.201743      
  0.302   2.2557E44   7.5613E43   65.34127      4.254073      
  0.481   8.6407E44   2.9086E44   7.6469555     4.9664435     
  0.289   1.4749E44   5.9236E43   8.348684      2.0695658     
  0.6     9.3501E44   4.0031E44   7.341856      15.03327      
  0.13    1.0463E44   2.743E43    14.725264     1.9487185     
  0.228   3.103E44    1.1055E44   29.324274     2.2283332     
  0.084   3.8374E43   1.1439E43   9.004648      1.6242741     
  0.219   1.5312E44   4.3208E43   17.181314     2.3143857     
  0.236   2.0176E44   7.4204E43   58.171432     3.8915224     
  0.067   2.4837E43   5.6076E42   10.392851     1.2911654     
  0.588   9.2591E44   3.2474E44   16.784685     57.27751      
  0.222   1.9903E44   5.1313E43   8.455469      2.1899652     
  0.206   1.4991E44   4.0592E43   36.09748      2.4778297     
  0.222   9.6659E43   3.8519E43   9.614847      1.8245817     
  0.242   1.2754E44   7.8117E43   27.951326     2.6936414     
  0.094   2.8941E43   9.7452E42   42.21473      2.2750359     
  0.114   1.0806E44   2.7561E43   30.712477     2.2573042     
  0.585   9.9896E44   4.3443E44   5.511259      8.832277      
  0.457   4.4952E44   1.647E44    25.983435     6.7511296     
  0.104   9.4368E43   5.2225E43   10.743715     1.4175553     
  0.115   9.0954E43   2.2465E43   89.38311      3.1787143     
  0.565   8.6047E44   4.4514E44   5.7705936     7.4174066     
  0.504   5.674E44    1.9317E44   15.411737     8.065114      
  0.572   5.3897E44   2.782E44    5.8621235     8.537851      
  0.126   2.1637E44   6.717E43    6.060438      2.1953247     
  0.222   1.6754E44   4.541E43    13.047216     3.1263893     
  0.313   2.1194E44   7.1181E43   19.393286     2.807484      
  0.226   1.9242E44   6.783E43    5.3434544     1.5587862     
  0.579   4.733E44    2.6608E44   11.12509      18.654417     
  0.098   2.3325E43   1.0999E43   7.952055      1.3962808     
  0.38    3.0537E44   1.0113E44   51.520264     6.1505895     
  0.537   5.8023E44   2.0359E44   10.713205     17.46561      
  0.272   2.295E44    9.2055E43   5.9841633     1.5237225     
  0.305   1.8103E44   6.6911E43   38.431496     3.101345      
  0.331   1.374E44    8.8821E43   9.202963      2.1193788     
  0.595   6.9267E44   2.3914E44   6.4418125     13.144597     
  0.402   9.0413E44   2.6503E44   5.1909046     2.2987154     
  0.362   2.4126E44   9.3703E43   25.54104      3.1156704     
  0.527   5.4238E44   1.9318E44   19.92721      11.80542      
  0.099   2.67E43     8.0685E42   9.126688      1.3769892     
  0.628   1.2246E45   4.8717E44   26.166494     86.60748      
  0.076   5.6756E43   1.978E43    9.965712      1.7373017     
  0.315   2.1972E44   7.6666E43   9.370768      1.837779      
  0.348   2.4364E45   2.9059E44   26.563124     5.590024      
  0.152   1.1283E44   2.2602E43   74.23492      2.9809096     
  0.532   3.356E44    2.1321E44   16.79994      12.801875     
  0.584   3.9433E44   2.7693E44   26.669909     20.12457      
  0.14    7.8129E43   1.7289E43   80.718285     2.983313      
  0.144   8.4394E43   1.9993E43   45.280975     2.944857      
  0.089   6.4645E43   2.904E43    12.421762     1.4924209     
  0.067   1.4262E43   5.4223E42   5.1451397     1.1641515     
  0.413   7.9844E44   1.8847E44   7.830015      2.9332523     
  0.144   6.1936E43   3.337E43    6.045183      1.3526945     
  0.445   4.4189E44   2.2646E44   6.121458      3.4250402     
  0.063   1.0101E44   8.1528E42   36.58564      2.1787336     
  0.062   9.5616E42   3.5373E42   14.587969     2.3470678     
  0.219   9.1614E43   3.4038E43   9.4165325     1.8707966     
  0.536   7.9181E44   3.8622E44   12.4065075    11.491026     
  0.39    1.8275E44   8.2994E43   8.196135      2.5665565     
  0.24    1.365E44    7.3926E43   6.807932      1.8107024     
  0.134   9.4096E43   1.7081E43   52.420303     2.8339372     
  0.503   6.8511E44   3.3254E44   5.526514      5.884399      
  0.471   3.0567E44   1.2633E44   11.842073     12.847696     
  0.505   6.8628E44   3.2906E44   14.0693       9.490687      
  0.266   1.3727E44   4.5481E43   124.27123     4.3733306     
  0.368   3.7669E44   1.0564E44   13.092981     9.889823      
  0.209   1.2221E44   3.1523E43   9.752142      2.2034843     
  0.137   3.6582E43   1.2273E43   6.4265575     1.3489385     
  0.208   2.652E44    4.8112E43   5.9231434     1.6773344     
  0.233   1.846E44    4.4132E43   24.351152     2.845644      
  0.522   4.7844E44   1.6606E44   8.257154      7.283461      
  0.171   9.2667E43   2.2386E43   23.069735     2.1866992     
  0.462   5.4037E44   1.5473E44   81.831894     17.017612     
  0.595   2.9683E44   1.6589E44   5.587534      35.17043      
  0.468   6.0591E44   1.8701E44   5.9841633     4.7557015     
  0.187   7.7774E43   2.7714E43   15.518522     2.8109794     
  0.404   1.0239E45   2.1896E44   6.4570675     2.8678043     
  0.382   5.3818E44   1.6242E44   206.41927     8.830532      
  0.259   8.9426E43   4.6445E43   6.9452267     1.6640021     
  0.295   2.8963E44   7.937E43    10.72846      2.386184      
  0.121   8.6201E43   1.6903E43   39.102715     2.787697      
  0.246   1.1744E45   1.4359E44   64.30393      4.180076      
  0.244   8.559E43    4.1421E43   39.438324     4.35719       
  0.531   9.207E44    4.9314E44   46.196274     18.357672     
  0.613   7.3033E44   3.6059E44   13.64216      19.96929      
  0.146   7.7761E43   2.2009E43   7.5554256     1.3905493     
  0.332   7.5306E44   1.4231E44   127.62733     7.73182       
  0.543   6.7702E44   2.9942E44   8.196135      9.586251      
  0.285   2.9569E44   8.3291E43   16.83045      3.7517004     
  0.239   2.0037E44   5.6891E43   50.543945     3.1095982     
  0.479   5.5466E44   1.8132E44   66.28708      14.838926     
  0.267   3.3501E44   1.4482E44   27.783522     2.9829564     
  0.431   4.7505E44   2.0996E44   7.1282864     3.6595209     
  0.368   3.7041E44   1.2338E44   54.67804      5.132771      
  0.348   3.6219E44   2.7855E44   12.787882     2.6375437     
  0.263   1.6849E44   6.1603E43   6.701147      1.4548595     
  0.528   6.7482E44   2.172E44    10.469126     10.845313     
  0.306   2.3217E44   7.3247E43   16.327036     2.436557      
  0.557   1.4276E45   3.9633E44   13.199766     23.855997     
  0.14    2.4731E43   1.29E43     7.6469555     1.9134265     
  0.515   8.5448E44   2.6126E44   6.3045177     5.529175      
  0.274   3.2512E44   9.7095E43   8.989393      1.9585692     
  0.621   7.7863E44   4.2088E44   8.745314      17.942318     
  0.444   2.6325E44   1.1775E44   10.286066     4.099214      
  0.514   6.0598E44   2.4206E44   7.4944057     6.950171      
  0.594   3.8476E45   6.2834E44   7.5401707     43.978786     
  0.218   2.6027E44   5.4808E43   119.00827     4.607854      
  0.607   2.806E45    1.2031E45   13.0014515    30.078289     
  0.547   9.5451E44   3.0461E44   7.799505      9.6220665     
  0.24    1.6274E44   7.2003E43   17.516924     2.2667093     
  0.527   2.1548E44   1.3953E44   6.3655376     7.146972      
  0.161   9.1465E43   2.4903E43   16.89147      2.3481846     
  0.594   7.9364E44   3.117E44    17.837278     19.904438     
  0.359   2.4059E45   3.2725E44   5.007845      1.6595712     
  0.603   6.0437E44   2.7984E44   36.20427      56.27351      
  0.6     8.0729E44   3.0813E44   10.682695     14.91449      
  0.446   2.2377E44   1.2841E44   9.919947      4.652794      
  0.433   4.6363E44   2.9119E44   5.1298847     3.1902223     
  0.502   6.6449E44   2.2795E44   31.093851     42.837173     
  0.403   2.1815E44   1.0928E44   8.653784      2.7448099     
  0.161   6.7516E43   2.2897E43   36.7687       2.0191078     
  0.169   1.3561E44   3.6769E43   33.595665     2.9154382     
  0.098   7.3153E43   1.4512E43   67.06508      2.561798      
  0.525   1.2311E45   3.3466E44   7.5859356     9.187893      
  0.212   2.2625E44   1.2257E44   8.958883      1.8093585     
  0.534   6.8299E44   2.5864E44   21.940866     15.1743355    
  0.528   7.6315E44   4.7919E44   27.020773     39.930775     
  0.213   1.0214E44   4.5124E43   44.777565     3.4189744     
  0.243   5.5225E44   1.0581E44   16.73892      3.9566853     
  0.084   2.5933E43   1.0415E43   9.614847      1.5339043     
  0.6     7.4176E44   3.5727E44   6.4875774     11.643898     
  0.29    1.8894E44   7.347E43    17.852533     2.6844459     
  0.246   1.5585E44   6.0383E43   7.1740513     1.8168938     
  0.092   2.1121E43   9.4575E42   7.1587963     1.3921967     
  0.098   2.3195E44   2.7457E43   92.617165     2.5301304     
  0.533   1.1853E45   3.0518E44   7.5859356     29.189196     
  0.365   3.6673E44   1.3396E44   50.330376     4.4697275     
  0.426   4.2982E44   1.7668E44   15.686327     4.6085606     
  0.094   2.2811E43   8.2224E42   45.189445     2.4933717     
  0.101   2.1428E43   1.0431E43   15.243933     1.5372475     
  0.615   9.9124E44   6.1534E44   6.212988      35.73932      
  0.453   2.9508E44   1.3992E44   10.072496     11.787486     
  0.409   2.9076E44   1.342E44    5.7705936     10.883778     
  0.082   4.6612E43   9.3678E42   8.135115      1.4504073     
  0.144   8.2544E43   2.8154E43   5.8621235     1.2514673     
  0.337   2.1055E44   9.6505E43   8.165625      1.8052468     
  0.191   9.0391E43   5.8362E43   9.645357      1.7312669     
  0.464   6.8794E44   2.9277E44   6.182478      4.508555      
  0.257   2.7578E44   9.1382E43   20.07976      3.5213284     
  0.46    1.312E45    7.9056E44   10.041986     5.082565      
  0.368   2.9375E44   1.2401E44   32.253227     3.7729447     
  0.293   1.7882E44   1.0407E44   5.2519245     1.5473102     
  0.126   1.5586E44   6.2247E43   6.029928      1.586087      
  0.261   2.2779E44   1.4208E44   13.73369      2.2063496     
  0.408   4.0254E44   1.5268E44   8.8215885     3.2108328     
  0.382   4.5419E44   1.3669E44   6.5943623     2.2495153     
  0.592   5.2723E44   2.3809E44   29.781923     21.183708     
  0.321   1.9102E44   7.4617E43   7.235071      1.9622244     
  0.574   4.577E44    2.1181E44   5.2214146     94.67424      
  0.563   4.6654E44   2.0718E44   7.402876      9.847059      
  0.496   2.3695E44   1.3645E44   16.86096      7.426983      
  0.187   6.8029E43   2.4256E43   43.45038      2.93425       
  0.386   4.7674E44   1.5542E44   105.019455    7.16179       
  0.348   2.4249E44   9.1374E43   8.714804      1.7865584     
  0.482   4.548E44    2.8419E44   10.438616     6.423745      
  0.258   1.7026E44   5.2375E43   27.966581     3.8003132     
  0.378   2.2477E44   9.9531E43   37.119568     4.4800606     
  0.552   5.7841E44   3.6237E44   26.608889     26.958944     
  0.461   1.0478E45   2.2473E44   19.34752      12.314834     
  0.245   4.9122E43   3.2177E43   23.985033     2.8451464     
  0.366   1.926E44    8.8475E43   30.270082     6.1153297     
  0.109   5.7014E43   1.5023E43   19.667875     1.3684689     
  0.257   1.0716E44   4.5182E43   5.587534      1.4816651     
  0.591   5.9621E44   3.2186E44   8.623274      21.99589      
  0.208   7.9536E43   3.1528E43   15.335463     2.2246907     
  0.373   3.9131E44   2.1048E44   11.903093     2.7619166     
  0.562   4.3354E44   1.9402E44   50.879555     23.60185      
  0.283   3.4743E44   8.0847E43   108.03994     5.7291765     
  0.452   3.3745E44   1.3912E44   9.111433      7.1881948     
  0.164   4.2053E43   1.9032E43   7.7232304     1.4099036     
  0.464   6.1065E44   2.912E44    30.148043     8.781752      
  0.426   3.6362E44   2.3231E44   24.625742     6.225286      
  0.451   4.4167E44   1.6002E44   8.074095      4.2149525     
  0.343   1.8078E44   7.788E43    16.113466     2.6896007     
  0.32    2.3993E44   7.7517E43   17.547434     2.7227936     
  0.478   5.6853E44   2.7621E44   87.750824     17.996305     
  0.285   2.6368E44   7.3681E43   45.479294     3.7406201     
  0.434   2.7073E44   1.1868E44   6.289263      5.7895837     
  0.285   1.7564E44   6.1864E43   24.793547     2.5743248     
  0.152   6.4092E43   2.1549E43   5.557024      0.924099      
  0.234   9.5824E43   3.7552E43   9.294493      1.4753028     
  0.574   3.64E44     2.0779E44   13.809965     13.578433     
  0.501   3.2522E44   1.654E44    20.38486      18.84699      
  0.283   1.5416E44   5.9319E43   46.501373     5.1206255     
  0.613   6.3213E44   3.9552E44   9.706377      20.962694     
  0.542   3.82E44     1.8443E44   13.91675      9.180574      
  0.518   3.8572E44   1.8148E44   10.331831     9.35935       
  0.322   3.7582E44   1.6227E44   30.697222     2.8498468     
  0.101   4.3171E43   1.0624E43   37.851807     2.356398      
  0.185   5.5781E43   2.391E43    54.09835      2.8523314     
  0.347   3.008E44    1.0169E44   7.7079754     1.8922875     
  0.309   3.4246E44   1.4799E44   16.098211     2.5894954     
  0.518   6.7025E44   2.4508E44   45.280975     15.840816     
  0.604   1.1472E45   3.1738E44   93.013794     63.813694     
  0.284   1.6999E44   6.4046E43   27.539442     3.1653602     
  0.265   1.1121E44   4.3539E43   11.353914     1.9219378     
  0.529   6.8595E44   3.2918E44   9.035158      8.371151      
  0.426   3.6463E44   2.298E44    8.989393      3.388002      
  0.522   3.8248E44   1.7928E44   8.592764      31.131477     
  0.419   2.9087E44   1.086E44    28.57678      7.8503003     
  0.433   3.168E44    1.2152E44   10.8505       3.9221175     
  0.557   7.1627E44   3.2684E44   6.868952      10.034621     
  0.237   7.7514E43   3.2931E43   11.00305      2.2798963     
  0.249   7.0145E43   3.442E43    5.3129444     2.3037634     
  0.489   4.3538E44   1.6142E44   18.355947     20.183857     
  0.275   1.3609E44   5.0398E43   60.03254      3.4450343     
  0.082   5.1085E43   2.432E43    12.467527     1.8916516     
  0.273   1.9712E44   5.6924E43   100.27516     4.740469      
  0.293   6.0563E44   1.2001E44   59.66642      4.0124135     
  0.266   1.4655E44   4.9988E43   5.007845      1.1274526     
  0.378   2.7082E44   9.5419E43   10.591166     3.0243547     
  0.583   4.6764E44   2.1749E44   20.400114     21.14925      
  0.419   2.6316E44   1.2038E44   5.7705936     2.6278567     
  0.534   6.034E44    2.6866E44   15.518522     21.289396     
  0.262   1.9947E44   5.7824E43   5.8926334     1.3662142     
  0.581   4.6214E44   2.0065E44   17.669474     15.375528     
  0.549   4.4345E44   1.8774E44   14.313379     14.0411415    
  0.609   4.5169E44   2.6484E44   16.76943      99.3695       
  0.289   1.881E44    6.3663E43   30.361612     2.7300596     
  0.515   4.9417E45   5.0281E44   9.233473      11.117493     
  0.26    1.7681E44   5.3042E43   8.18088       2.1604173     
  0.32    7.8214E44   1.2398E44   15.716837     6.151011      
  0.488   3.4106E44   1.4849E44   22.703615     10.636379     
  0.479   6.9853E44   2.2649E44   15.655817     6.258234      
  0.381   4.1048E44   1.2594E44   10.286066     2.6594114     
  0.616   1.1596E45   5.5646E44   5.1603947     11.778328     
  0.571   9.9475E44   4.4024E44   7.1587963     12.728582     
  0.549   5.1403E44   2.18E44     18.157633     28.350277     
  0.252   1.2574E44   4.1305E43   20.674704     3.7335358     
  0.246   1.0124E44   4.0056E43   5.496004      1.6092823     
  0.385   1.5105E44   8.1365E43   19.545835     3.7048562     
  0.651   1.0274E45   3.2908E44   6.701147      19.440016     
  0.45    4.0767E44   1.3932E44   10.835245     4.4648113     
  0.386   2.6224E44   1.4555E44   11.536974     5.902205      
  0.425   4.3392E44   2.3597E44   24.244368     9.341984      
  0.199   1.0835E44   3.3241E43   25.983435     2.3355045     
  0.625   6.2174E44   3.4788E44   15.732092     22.09656      
  0.374   4.4835E44   1.1371E44   5.2824345     1.99323       
  0.51    6.7792E44   2.0648E44   21.193373     10.9868555    
  0.543   3.9452E44   1.7961E44   18.981401     12.19232      
  0.409   2.5787E44   1.6671E44   5.1298847     2.2568336     
  0.222   1.2023E44   3.7848E43   57.988373     3.1991549     
  0.612   1.4316E45   3.8901E44   6.701147      40.469677     
  0.182   1.0937E44   2.9487E43   7.463896      1.7341617     
  0.372   1.0148E45   2.9151E44   20.628939     3.2725244     
  0.595   6.8033E44   2.4476E44   18.157633     34.802376     
  0.227   1.2249E44   3.8807E43   27.280107     2.3977337     
  0.292   2.4369E44   8.3385E43   17.562689     2.6063225     
  0.556   6.9938E44   1.9755E44   10.69795      23.203434     
  0.341   3.0851E44   7.4473E43   5.05361       1.5652127     
  0.235   1.1669E44   5.8145E43   5.2061596     1.3865143     
  0.386   2.0084E44   1.1615E44   17.22708      3.6475482     
  0.464   3.9277E44   1.7917E44   39.423065     23.552776     
  0.089   2.8837E43   8.3611E42   24.503702     1.6168789     
  0.3     1.5273E44   9.8107E43   11.979368     2.0050857     
  0.249   2.1656E44   9.512E43    6.5485973     3.3014789     
  0.334   2.2484E44   7.6438E43   17.10504      3.233167      
  0.395   1.7946E44   1.0339E44   12.635332     3.285084      
  0.3     2.2807E44   7.1562E43   9.950457      2.2234006     
  0.386   2.436E44    1.0126E44   10.316576     4.6251864     
  0.621   5.915E44    2.3874E44   5.480749      18.291895     
  0.069   2.0052E43   1.131E43    7.418131      1.2096727     
  0.389   3.6552E45   4.3182E44   6.853697      2.5808415     
  0.511   3.1185E44   1.399E44    77.40795      18.686764     
  0.543   4.5182E44   1.917E44    18.447477     14.089562     
  0.438   7.6175E44   3.0526E44   24.869822     15.4763565    
  0.064   1.2481E43   4.147E42    8.333429      4.113643      
  0.072   1.6093E43   6.6486E42   7.1435413     1.4236308     
  0.174   5.2401E43   1.9923E43   6.045183      2.2370536     
  0.573   8.6104E44   2.9027E44   14.755774     22.960976     
  0.543   6.0175E44   2.4007E44   8.516489      8.846673      
  0.274   2.3064E44   6.7553E43   6.274008      1.8041116     
  0.391   2.3454E44   1.0742E44   25.052881     4.5640836     
  0.468   1.0828E45   4.2989E44   15.793112     6.439809      
  0.146   4.4474E43   1.7294E43   6.792677      1.4817017     
  0.532   2.4321E44   1.5369E44   18.127123     16.190556     
  0.067   2.6529E43   7.2607E42   10.041986     1.9040936     
  0.2     8.6056E43   3.3354E43   45.265724     2.8787386     
  0.545   3.7548E44   1.7949E44   50.986336     38.120235     
  0.137   5.6073E43   3.0513E43   13.245531     1.4206583     
  0.244   9.6588E43   3.9925E43   7.1130314     1.6232797     
  0.48    2.3226E44   1.2091E44   5.3129444     3.788816      
  0.181   6.5916E43   2.4764E43   24.549467     2.6402612     
  0.085   1.3234E43   5.4251E42   8.394449      1.5063086     
  0.222   8.9703E43   3.7877E43   5.9231434     1.5433015     
  0.38    2.1111E44   1.015E44    18.996656     3.5280652     
  0.328   7.8879E44   1.0507E44   43.969048     3.414594      
  0.522   1.3186E45   4.8874E44   6.5638523     7.500445      
  0.07    1.5385E43   5.6988E42   19.515326     2.2396965     
  0.211   1.3264E44   2.988E43    7.204561      1.6738237     
  0.201   5.9416E43   2.168E43    5.9536533     1.3853438     
  0.097   3.7758E43   8.1569E42   16.58637      2.1373081     
  0.209   7.4922E43   4.7206E43   5.434984      1.3383433     
  0.158   2.4261E43   1.3519E43   11.994623     1.553364      
  0.567   5.1776E44   1.974E44    22.368006     27.668957     
  0.665   3.7669E44   2.1725E44   31.063341     54.577248     
  0.067   1.1175E43   4.1814E42   5.8316135     0.95780736    
  0.503   2.0525E44   1.2161E44   6.792677      6.019688      
  0.55    1.5033E45   3.3955E44   11.03356      9.749371      
  0.594   5.0396E44   3.2292E44   26.593634     22.067825     
  0.43    4.1791E44   1.3609E44   18.584772     5.1825457     
  0.454   1.6498E44   9.8454E43   6.3655376     4.0620713     
  0.609   4.8879E44   2.096E44    53.76274      33.92966      
  0.489   4.0426E44   1.4547E44   143.08061     25.459238     
  0.358   2.8681E44   1.5461E44   9.355513      2.6015453     
  0.444   3.698E44    1.982E44    17.715239     13.295029     
  0.455   4.4383E44   1.429E44    20.491644     8.735882      
  0.51    9.0929E44   3.2029E44   73.71625      17.682022     
  0.421   5.8473E44   1.4051E44   103.32616     9.914137      
  0.284   1.1975E44   4.659E43    35.92968      2.921686      
  0.063   1.0283E43   3.0605E42   5.3129444     1.1011636     
  0.133   3.0855E43   1.2976E43   15.9761715    1.6631795     
  0.391   1.6769E44   7.0599E43   21.010313     4.051601      
  0.143   2.9561E43   1.2268E43   7.9368        1.2735735     
  0.37    4.3139E44   1.0615E44   96.41565      5.9626546     
  0.379   1.3235E44   8.9996E43   26.456339     4.2381496     
  0.552   8.9263E44   4.2471E44   36.28054      21.202314     
  0.068   1.101E43    3.8432E42   6.014673      1.3681247     
  0.135   3.9933E43   1.3792E43   24.915586     2.2739859     
  0.521   6.3299E44   3.0436E44   67.58375      47.05515      
  0.578   6.8504E44   2.0259E44   101.46505     56.13762      
  0.578   1.1296E45   2.7673E44   20.567919     19.843405     
  0.202   1.0891E44   2.8131E43   9.691122      1.9230379     
  0.087   1.3135E43   6.837E42    12.238703     1.7900009     
  0.53    4.439E44    1.672E44    12.574312     31.153471     
  0.106   2.2452E43   7.2814E42   52.481323     2.2482226     
  0.603   7.6032E44   4.0873E44   7.0062466     17.418526     
  0.544   3.6752E44   1.6781E44   21.635767     15.830035     
  0.088   4.5258E43   9.8652E42   33.138016     2.1834223     
  0.211   7.7894E43   4.2741E43   7.4944057     1.4083036     
  0.638   1.4879E46   1.062E45    41.61978      44.3864       
  0.48    5.5688E44   2.9712E44   12.3912525    6.9678326     
  0.518   4.7315E44   2.9609E44   17.19657      13.887849     
  0.066   6.8448E42   3.4087E42   5.557024      1.3264858     
  0.478   1.651E44    9.6696E43   40.262093     10.334733     
  0.235   8.9773E43   3.7642E43   17.089785     2.3192499     
  0.596   6.035E44    2.6761E44   7.448641      14.705378     
  0.409   2.1843E44   1.3923E44   5.2671795     2.7077503     
  0.094   1.6419E43   7.3188E42   16.449076     1.6148143     
  0.564   4.7284E44   2.0028E44   48.05738      23.847115     
  0.627   4.514E44    2.1804E44   33.229546     43.7924       
  0.426   2.5507E44   1.3629E44   6.5180874     2.9643784     
  0.419   3.6262E44   1.1324E44   20.735723     5.5016437     
  0.112   2.8137E43   9.6441E42   21.101843     1.6739473     
  0.486   4.095E44    1.9793E44   36.00595      11.832651     
  0.2     6.3822E43   2.1298E43   27.234343     3.0670717     
  0.118   1.6268E43   6.5453E42   21.056078     2.6459801     
  0.381   3.2318E44   1.3236E44   72.29754      7.049904      
  0.331   4.172E44    8.4052E43   13.413336     2.1845727     
  0.619   5.9259E44   2.1241E44   45.265724     38.274464     
  0.081   8.4541E43   3.593E43    17.394884     1.8784481     
  0.071   1.598E43    4.6306E42   10.392851     1.8220807     
  0.425   5.2702E44   1.6436E44   10.331831     5.911564      
  0.364   4.6764E44   1.5032E44   7.0062466     1.9370207     
  0.269   7.3911E43   8.4482E43   29.980238     2.8764832     
  0.271   2.9585E44   5.9757E43   38.721336     3.2566798     
  0.409   5.213E44    1.3121E44   87.445724     8.231323      
  0.542   5.0666E45   5.089E44    8.730059      7.172131      
  0.154   2.224E44    2.9589E43   21.559492     2.1450465     
  0.336   3.5286E44   1.1307E44   11.567484     2.3637118     
  0.414   2.7154E44   9.8206E43   5.2061596     2.65907       
  0.601   4.0915E44   1.8654E44   5.099375      12.823377     
  0.436   2.2802E44   1.038E44    29.12596      12.456663     
  0.496   5.5472E44   2.6795E44   5.587534      5.6292877     
  0.163   7.8711E43   2.2364E43   9.126688      1.5739605     
  0.155   3.875E43    1.6031E43   16.021936     4.6820693     
  0.203   8.1019E43   2.6921E43   14.679499     3.107766      
  0.162   7.5111E43   1.9563E43   25.251196     2.434602      
  0.261   1.0392E44   4.174E43    24.229113     2.800686      
  0.259   1.0738E44   4.3191E43   5.2061596     1.3804069     
  0.431   6.7993E44   1.5178E44   81.679344     13.033721     
  0.292   1.4869E44   5.6648E43   6.731657      2.2829986     
  0.136   2.9537E43   1.0209E43   28.058111     1.7213612     
  0.138   3.5289E43   1.1509E43   25.51053      2.239403      
  0.145   1.0471E44   2.0665E43   58.827393     3.293867      
  0.135   2.3416E43   1.1993E43   20.125525     1.8108251     
  0.541   5.2899E44   1.886E44    6.228243      9.416349      
  0.293   1.4996E44   5.3585E43   19.98823      2.7849932     
  0.444   1.9609E44   1.0388E44   20.217054     7.1434593     
  0.25    1.0599E44   5.9162E43   7.952055      1.9206554     
  0.603   8.0933E44   2.5481E44   8.135115      24.245752     
  0.117   4.9439E43   1.244E43    35.94493      2.5171905     
  0.24    2.1126E44   5.7459E43   24.091818     2.8626513     
  0.087   3.1139E43   9.946E42    10.347086     1.5639269     
  0.058   1.6032E43   3.5048E42   21.788317     1.4108642     
  0.242   7.7446E43   3.3141E43   7.7384853     2.1997125     
  0.068   1.5755E43   3.9502E42   8.394449      1.2965128     
  0.093   1.8217E43   7.9274E42   6.289263      1.0771191     
  0.088   2.0407E43   6.3502E42   26.685163     2.196689      
  0.067   1.231E43    4.1964E42   15.747347     1.6682109     
  0.395   2.2513E44   9.099E43    6.274008      2.600281      
  0.558   5.1326E44   1.9566E44   7.1282864     10.5117855    
  0.581   5.6658E44   2.2508E44   11.948858     13.306662     
  0.21    7.9148E43   3.6759E43   56.295067     3.1149166     
  0.271   1.99E44     6.155E43    70.40592      4.0627675     
  0.141   6.2577E43   2.1153E43   35.060143     2.480793      
  0.287   2.6032E44   8.2229E43   5.1756496     1.6139024     
  0.603   6.646E44    3.8434E44   17.333864     21.58183      
  0.599   4.3504E44   2.7208E44   6.3197727     13.222899     
  0.188   2.3345E44   5.1246E43   84.19642      3.3128734     
  0.085   9.0267E42   5.9578E42   5.511259      1.3730717     
  0.178   9.9461E43   3.1402E43   43.862267     2.4507408     
  0.576   1.0646E45   3.7493E44   6.9147167     13.801139     
  0.263   1.0181E44   4.3394E43   17.822023     2.2943685     
  0.286   4.0225E44   1.0776E44   19.301756     2.6442125     
  0.091   2.3534E43   6.4226E42   5.7400837     1.1131951     
  0.196   1.0352E44   3.1767E43   21.132353     2.0012517     
  0.18    5.9478E43   2.5232E43   7.921545      1.446278      
  0.433   5.515E44    3.3767E44   11.109835     4.0997334     
  0.233   6.658E43    3.2143E43   21.956121     2.3053665     
  0.513   4.1216E44   1.7799E44   12.3912525    8.180647      
  0.553   2.3623E45   1.4234E45   9.858927      12.38213      
  0.162   1.1795E44   3.5648E43   29.171724     2.2756839     
  0.266   5.1866E44   1.5698E44   11.491209     2.049722      
  0.133   3.5312E43   1.6776E43   5.9841633     1.1968381     
  0.16    4.0304E43   2.1211E43   5.434984      1.3802205     
  0.143   3.093E43    1.6743E43   13.031961     1.6952354     
  0.138   5.2088E43   2.1108E43   20.11027      1.7729856     
  0.398   4.2231E44   1.5784E44   25.190176     4.412451      
  0.25    2.3119E44   7.5613E43   9.645357      5.104336      
  0.312   1.7186E44   8.5638E43   6.609617      1.6031923     
  0.332   3.1094E44   1.9538E44   23.29856      6.7175937     
  0.601   7.4562E44   3.6842E44   7.7689953     15.462314     
  0.382   3.3573E44   1.3577E44   7.235071      5.0362396     
  0.332   2.319E44    1.1008E44   13.85573      2.2243173     
  0.334   3.6464E44   2.2754E44   7.433386      2.0363734     
  0.591   1.0715E45   6.7029E44   5.9536533     9.441503      
  0.603   7.5306E44   3.5975E44   5.511259      10.193239     
  0.164   1.2474E44   3.2937E43   5.557024      1.0508102     
  0.419   7.311E44    2.2189E44   123.55425     12.019043     
  0.279   2.242E44    8.624E43    19.43905      3.732287      
  0.574   8.3946E44   3.6594E44   6.4723225     7.7157083     
  0.335   3.0174E44   1.2802E44   13.97777      2.4942122     
  0.602   6.1975E44   3.2689E44   7.357111      12.098908     
  0.496   3.6734E44   1.469E44    9.4165325     7.250985      
